entry_number,entry_date,description,reference,account_number,debit,credit,line_description
JE-0262,2025-05-31,AP Payment - Elevator maintenance May 2025,PAY-05-5120,1000,,15000,Cash paid
JE-0263,2025-05-31,Operating Expenses - May 2025,OPEX-05-2025,5130,12500,,HVAC maintenance
JE-0263,2025-05-31,Operating Expenses - May 2025,OPEX-05-2025,2000,,12500,Accounts payable
JE-0264,2025-05-31,AP Payment - HVAC maintenance May 2025,PAY-05-5130,2000,12500,,Clear AP
JE-0264,2025-05-31,AP Payment - HVAC maintenance May 2025,PAY-05-5130,1000,,12500,Cash paid
JE-0265,2025-05-31,Operating Expenses - May 2025,OPEX-05-2025,5140,6000,,Pest control
JE-0265,2025-05-31,Operating Expenses - May 2025,OPEX-05-2025,2000,,6000,Accounts payable
JE-0266,2025-05-31,AP Payment - Pest control May 2025,PAY-05-5140,2000,6000,,Clear AP
JE-0266,2025-05-31,AP Payment - Pest control May 2025,PAY-05-5140,1000,,6000,Cash paid
JE-0267,2025-05-31,Operating Expenses - May 2025,OPEX-05-2025,5150,10000,,Pool and amenity maintenance
JE-0267,2025-05-31,Operating Expenses - May 2025,OPEX-05-2025,2000,,10000,Accounts payable
JE-0268,2025-05-31,AP Payment - Pool and amenity maintenance May 2025,PAY-05-5150,2000,10000,,Clear AP
JE-0268,2025-05-31,AP Payment - Pool and amenity maintenance May 2025,PAY-05-5150,1000,,10000,Cash paid
JE-0269,2025-05-31,Operating Expenses - May 2025,OPEX-05-2025,5160,7000,,Trash and recycling
JE-0269,2025-05-31,Operating Expenses - May 2025,OPEX-05-2025,2000,,7000,Accounts payable
JE-0270,2025-05-31,AP Payment - Trash and recycling May 2025,PAY-05-5160,2000,7000,,Clear AP
JE-0270,2025-05-31,AP Payment - Trash and recycling May 2025,PAY-05-5160,1000,,7000,Cash paid
JE-0271,2025-05-31,Operating Expenses - May 2025,OPEX-05-2025,5170,5000,,Administrative and office
JE-0271,2025-05-31,Operating Expenses - May 2025,OPEX-05-2025,2000,,5000,Accounts payable
JE-0272,2025-05-31,AP Payment - Administrative and office May 2025,PAY-05-5170,2000,5000,,Clear AP
JE-0272,2025-05-31,AP Payment - Administrative and office May 2025,PAY-05-5170,1000,,5000,Cash paid
JE-0273,2025-05-31,Operating Expenses - May 2025,OPEX-05-2025,5180,7500,,Legal and professional
JE-0273,2025-05-31,Operating Expenses - May 2025,OPEX-05-2025,2000,,7500,Accounts payable
JE-0274,2025-05-31,AP Payment - Legal and professional May 2025,PAY-05-5180,2000,7500,,Clear AP
JE-0274,2025-05-31,AP Payment - Legal and professional May 2025,PAY-05-5180,1000,,7500,Cash paid
JE-0275,2025-05-31,Operating Expenses - May 2025,OPEX-05-2025,5190,10000,,Marketing and advertising
JE-0275,2025-05-31,Operating Expenses - May 2025,OPEX-05-2025,2000,,10000,Accounts payable
JE-0276,2025-05-31,AP Payment - Marketing and advertising May 2025,PAY-05-5190,2000,10000,,Clear AP
JE-0276,2025-05-31,AP Payment - Marketing and advertising May 2025,PAY-05-5190,1000,,10000,Cash paid
JE-0277,2025-05-31,Operating Expenses - May 2025,OPEX-05-2025,5200,7917,,Leasing commissions
JE-0277,2025-05-31,Operating Expenses - May 2025,OPEX-05-2025,2000,,7917,Accounts payable
JE-0278,2025-05-31,AP Payment - Leasing commissions May 2025,PAY-05-5200,2000,7917,,Clear AP
JE-0278,2025-05-31,AP Payment - Leasing commissions May 2025,PAY-05-5200,1000,,7917,Cash paid
JE-0279,2025-05-31,Operating Expenses - May 2025,OPEX-05-2025,5220,5667,,Bad debt expense
JE-0279,2025-05-31,Operating Expenses - May 2025,OPEX-05-2025,2000,,5667,Accounts payable
JE-0280,2025-05-31,AP Payment - Bad debt expense May 2025,PAY-05-5220,2000,5667,,Clear AP
JE-0280,2025-05-31,AP Payment - Bad debt expense May 2025,PAY-05-5220,1000,,5667,Cash paid
JE-0281,2025-05-31,Operating Expenses - May 2025,OPEX-05-2025,5230,20000,,Capital reserve contribution
JE-0281,2025-05-31,Operating Expenses - May 2025,OPEX-05-2025,2000,,20000,Accounts payable
JE-0282,2025-05-31,AP Payment - Capital reserve contribution May 2025,PAY-05-5230,2000,20000,,Clear AP
JE-0282,2025-05-31,AP Payment - Capital reserve contribution May 2025,PAY-05-5230,1000,,20000,Cash paid
JE-0283,2025-05-31,Operating Expenses - May 2025,OPEX-05-2025,5240,65000,,Payroll - on-site staff
JE-0283,2025-05-31,Operating Expenses - May 2025,OPEX-05-2025,2000,,65000,Accounts payable
JE-0284,2025-05-31,AP Payment - Payroll - on-site staff May 2025,PAY-05-5240,2000,65000,,Clear AP
JE-0284,2025-05-31,AP Payment - Payroll - on-site staff May 2025,PAY-05-5240,1000,,65000,Cash paid
JE-0285,2025-05-31,Operating Expenses - May 2025,OPEX-05-2025,5250,13000,,Payroll taxes and benefits
JE-0285,2025-05-31,Operating Expenses - May 2025,OPEX-05-2025,2000,,13000,Accounts payable
JE-0286,2025-05-31,AP Payment - Payroll taxes and benefits May 2025,PAY-05-5250,2000,13000,,Clear AP
JE-0286,2025-05-31,AP Payment - Payroll taxes and benefits May 2025,PAY-05-5250,1000,,13000,Cash paid
JE-0287,2025-05-31,Operating Expenses - May 2025,OPEX-05-2025,5260,2000,,Telephone and internet
JE-0287,2025-05-31,Operating Expenses - May 2025,OPEX-05-2025,2000,,2000,Accounts payable
JE-0288,2025-05-31,AP Payment - Telephone and internet May 2025,PAY-05-5260,2000,2000,,Clear AP
JE-0288,2025-05-31,AP Payment - Telephone and internet May 2025,PAY-05-5260,1000,,2000,Cash paid
JE-0289,2025-05-31,Operating Expenses - May 2025,OPEX-05-2025,5270,3000,,Software and technology
JE-0289,2025-05-31,Operating Expenses - May 2025,OPEX-05-2025,2000,,3000,Accounts payable
JE-0290,2025-05-31,AP Payment - Software and technology May 2025,PAY-05-5270,2000,3000,,Clear AP
JE-0290,2025-05-31,AP Payment - Software and technology May 2025,PAY-05-5270,1000,,3000,Cash paid
JE-0291,2025-05-31,Operating Expenses - May 2025,OPEX-05-2025,5280,1500,,Licenses and permits
JE-0291,2025-05-31,Operating Expenses - May 2025,OPEX-05-2025,2000,,1500,Accounts payable
JE-0292,2025-05-31,AP Payment - Licenses and permits May 2025,PAY-05-5280,2000,1500,,Clear AP
JE-0292,2025-05-31,AP Payment - Licenses and permits May 2025,PAY-05-5280,1000,,1500,Cash paid
JE-0293,2025-05-31,Operating Expenses - May 2025,OPEX-05-2025,5290,1250,,Bank charges and fees
JE-0293,2025-05-31,Operating Expenses - May 2025,OPEX-05-2025,2000,,1250,Accounts payable
JE-0294,2025-05-31,AP Payment - Bank charges and fees May 2025,PAY-05-5290,2000,1250,,Clear AP
JE-0294,2025-05-31,AP Payment - Bank charges and fees May 2025,PAY-05-5290,1000,,1250,Cash paid
JE-0295,2025-05-31,Mortgage Interest - May 2025,MTG-05-2025,7000,320833,,Mortgage interest expense
JE-0295,2025-05-31,Mortgage Interest - May 2025,MTG-05-2025,1000,,320833,Cash paid to BankUnited
JE-0296,2025-05-31,Mortgage Principal - May 2025,PRIN-05-2025,2200,41667,,Mortgage principal reduction
JE-0296,2025-05-31,Mortgage Principal - May 2025,PRIN-05-2025,1000,,41667,Cash paid to BankUnited
JE-0297,2025-06-30,Rental Income - June 2025,RENT-06-2025,1010,1897200,,Accounts receivable - tenant rent
JE-0297,2025-06-30,Rental Income - June 2025,RENT-06-2025,4000,,1897200,Residential rental income
JE-0298,2025-06-30,Rent Cash Receipt - June 2025,CASH-06-2025,1000,1897200,,Cash received for rent
JE-0298,2025-06-30,Rent Cash Receipt - June 2025,CASH-06-2025,1010,,1897200,Clear accounts receivable
JE-0299,2025-06-30,Other Income - June 2025,OTH-06-2025,1000,91250,,Parking pet laundry util reimbursement cash
JE-0299,2025-06-30,Other Income - June 2025,OTH-06-2025,4010,,60000,Parking income
JE-0299,2025-06-30,Other Income - June 2025,OTH-06-2025,4020,,11250,Pet fee income
JE-0299,2025-06-30,Other Income - June 2025,OTH-06-2025,4030,,5000,Laundry and vending
JE-0299,2025-06-30,Other Income - June 2025,OTH-06-2025,4090,,15000,Utility reimbursement
JE-0300,2025-06-30,Operating Expenses - June 2025,OPEX-06-2025,5000,100035,,Property management fee
JE-0300,2025-06-30,Operating Expenses - June 2025,OPEX-06-2025,2000,,100035,Accounts payable
JE-0301,2025-06-30,AP Payment - Property management fee June 2025,PAY-06-5000,2000,100035,,Clear AP
JE-0301,2025-06-30,AP Payment - Property management fee June 2025,PAY-06-5000,1000,,100035,Cash paid
JE-0302,2025-06-30,Operating Expenses - June 2025,OPEX-06-2025,5010,75000,,Repairs and maintenance
JE-0302,2025-06-30,Operating Expenses - June 2025,OPEX-06-2025,2000,,75000,Accounts payable
JE-0303,2025-06-30,AP Payment - Repairs and maintenance June 2025,PAY-06-5010,2000,75000,,Clear AP
JE-0303,2025-06-30,AP Payment - Repairs and maintenance June 2025,PAY-06-5010,1000,,75000,Cash paid
JE-0304,2025-06-30,Operating Expenses - June 2025,OPEX-06-2025,5020,15000,,Landscaping and grounds
JE-0304,2025-06-30,Operating Expenses - June 2025,OPEX-06-2025,2000,,15000,Accounts payable
JE-0305,2025-06-30,AP Payment - Landscaping and grounds June 2025,PAY-06-5020,2000,15000,,Clear AP
JE-0305,2025-06-30,AP Payment - Landscaping and grounds June 2025,PAY-06-5020,1000,,15000,Cash paid
JE-0306,2025-06-30,Operating Expenses - June 2025,OPEX-06-2025,5030,20000,,Cleaning and janitorial
JE-0306,2025-06-30,Operating Expenses - June 2025,OPEX-06-2025,2000,,20000,Accounts payable
JE-0307,2025-06-30,AP Payment - Cleaning and janitorial June 2025,PAY-06-5030,2000,20000,,Clear AP
JE-0307,2025-06-30,AP Payment - Cleaning and janitorial June 2025,PAY-06-5030,1000,,20000,Cash paid
JE-0308,2025-06-30,Operating Expenses - June 2025,OPEX-06-2025,5040,30000,,Electric - common areas
JE-0308,2025-06-30,Operating Expenses - June 2025,OPEX-06-2025,2000,,30000,Accounts payable
JE-0309,2025-06-30,AP Payment - Electric - common areas June 2025,PAY-06-5040,2000,30000,,Clear AP
JE-0309,2025-06-30,AP Payment - Electric - common areas June 2025,PAY-06-5040,1000,,30000,Cash paid
JE-0310,2025-06-30,Operating Expenses - June 2025,OPEX-06-2025,5050,40000,,Water and sewer
JE-0310,2025-06-30,Operating Expenses - June 2025,OPEX-06-2025,2000,,40000,Accounts payable
JE-0311,2025-06-30,AP Payment - Water and sewer June 2025,PAY-06-5050,2000,40000,,Clear AP
JE-0311,2025-06-30,AP Payment - Water and sewer June 2025,PAY-06-5050,1000,,40000,Cash paid
JE-0312,2025-06-30,Operating Expenses - June 2025,OPEX-06-2025,5060,5000,,Gas
JE-0312,2025-06-30,Operating Expenses - June 2025,OPEX-06-2025,2000,,5000,Accounts payable
JE-0313,2025-06-30,AP Payment - Gas June 2025,PAY-06-5060,2000,5000,,Clear AP
JE-0313,2025-06-30,AP Payment - Gas June 2025,PAY-06-5060,1000,,5000,Cash paid
JE-0314,2025-06-30,Operating Expenses - June 2025,OPEX-06-2025,5070,81667,,Property insurance
JE-0314,2025-06-30,Operating Expenses - June 2025,OPEX-06-2025,2000,,81667,Accounts payable
JE-0315,2025-06-30,AP Payment - Property insurance June 2025,PAY-06-5070,2000,81667,,Clear AP
JE-0315,2025-06-30,AP Payment - Property insurance June 2025,PAY-06-5070,1000,,81667,Cash paid
JE-0316,2025-06-30,Operating Expenses - June 2025,OPEX-06-2025,5090,140000,,Real estate taxes
JE-0316,2025-06-30,Operating Expenses - June 2025,OPEX-06-2025,2000,,140000,Accounts payable
JE-0317,2025-06-30,AP Payment - Real estate taxes June 2025,PAY-06-5090,2000,140000,,Clear AP
JE-0317,2025-06-30,AP Payment - Real estate taxes June 2025,PAY-06-5090,1000,,140000,Cash paid
JE-0318,2025-06-30,Operating Expenses - June 2025,OPEX-06-2025,5110,35000,,Security services
JE-0318,2025-06-30,Operating Expenses - June 2025,OPEX-06-2025,2000,,35000,Accounts payable
JE-0319,2025-06-30,AP Payment - Security services June 2025,PAY-06-5110,2000,35000,,Clear AP
JE-0319,2025-06-30,AP Payment - Security services June 2025,PAY-06-5110,1000,,35000,Cash paid
JE-0320,2025-06-30,Operating Expenses - June 2025,OPEX-06-2025,5120,15000,,Elevator maintenance
JE-0320,2025-06-30,Operating Expenses - June 2025,OPEX-06-2025,2000,,15000,Accounts payable
JE-0321,2025-06-30,AP Payment - Elevator maintenance June 2025,PAY-06-5120,2000,15000,,Clear AP
JE-0321,2025-06-30,AP Payment - Elevator maintenance June 2025,PAY-06-5120,1000,,15000,Cash paid
JE-0322,2025-06-30,Operating Expenses - June 2025,OPEX-06-2025,5130,12500,,HVAC maintenance
JE-0322,2025-06-30,Operating Expenses - June 2025,OPEX-06-2025,2000,,12500,Accounts payable
JE-0323,2025-06-30,AP Payment - HVAC maintenance June 2025,PAY-06-5130,2000,12500,,Clear AP
JE-0323,2025-06-30,AP Payment - HVAC maintenance June 2025,PAY-06-5130,1000,,12500,Cash paid
JE-0324,2025-06-30,Operating Expenses - June 2025,OPEX-06-2025,5140,6000,,Pest control
JE-0324,2025-06-30,Operating Expenses - June 2025,OPEX-06-2025,2000,,6000,Accounts payable
JE-0325,2025-06-30,AP Payment - Pest control June 2025,PAY-06-5140,2000,6000,,Clear AP
JE-0325,2025-06-30,AP Payment - Pest control June 2025,PAY-06-5140,1000,,6000,Cash paid
JE-0326,2025-06-30,Operating Expenses - June 2025,OPEX-06-2025,5150,10000,,Pool and amenity maintenance
JE-0326,2025-06-30,Operating Expenses - June 2025,OPEX-06-2025,2000,,10000,Accounts payable
JE-0327,2025-06-30,AP Payment - Pool and amenity maintenance June 2025,PAY-06-5150,2000,10000,,Clear AP
JE-0327,2025-06-30,AP Payment - Pool and amenity maintenance June 2025,PAY-06-5150,1000,,10000,Cash paid
JE-0328,2025-06-30,Operating Expenses - June 2025,OPEX-06-2025,5160,7000,,Trash and recycling
JE-0328,2025-06-30,Operating Expenses - June 2025,OPEX-06-2025,2000,,7000,Accounts payable
JE-0329,2025-06-30,AP Payment - Trash and recycling June 2025,PAY-06-5160,2000,7000,,Clear AP
JE-0329,2025-06-30,AP Payment - Trash and recycling June 2025,PAY-06-5160,1000,,7000,Cash paid
JE-0330,2025-06-30,Operating Expenses - June 2025,OPEX-06-2025,5170,5000,,Administrative and office
JE-0330,2025-06-30,Operating Expenses - June 2025,OPEX-06-2025,2000,,5000,Accounts payable
JE-0331,2025-06-30,AP Payment - Administrative and office June 2025,PAY-06-5170,2000,5000,,Clear AP
JE-0331,2025-06-30,AP Payment - Administrative and office June 2025,PAY-06-5170,1000,,5000,Cash paid
JE-0332,2025-06-30,Operating Expenses - June 2025,OPEX-06-2025,5180,7500,,Legal and professional
JE-0332,2025-06-30,Operating Expenses - June 2025,OPEX-06-2025,2000,,7500,Accounts payable
JE-0333,2025-06-30,AP Payment - Legal and professional June 2025,PAY-06-5180,2000,7500,,Clear AP
JE-0333,2025-06-30,AP Payment - Legal and professional June 2025,PAY-06-5180,1000,,7500,Cash paid
JE-0334,2025-06-30,Operating Expenses - June 2025,OPEX-06-2025,5190,10000,,Marketing and advertising
JE-0334,2025-06-30,Operating Expenses - June 2025,OPEX-06-2025,2000,,10000,Accounts payable
JE-0335,2025-06-30,AP Payment - Marketing and advertising June 2025,PAY-06-5190,2000,10000,,Clear AP
JE-0335,2025-06-30,AP Payment - Marketing and advertising June 2025,PAY-06-5190,1000,,10000,Cash paid
JE-0336,2025-06-30,Operating Expenses - June 2025,OPEX-06-2025,5200,7917,,Leasing commissions
JE-0336,2025-06-30,Operating Expenses - June 2025,OPEX-06-2025,2000,,7917,Accounts payable
JE-0337,2025-06-30,AP Payment - Leasing commissions June 2025,PAY-06-5200,2000,7917,,Clear AP
JE-0337,2025-06-30,AP Payment - Leasing commissions June 2025,PAY-06-5200,1000,,7917,Cash paid
JE-0338,2025-06-30,Operating Expenses - June 2025,OPEX-06-2025,5220,5667,,Bad debt expense
JE-0338,2025-06-30,Operating Expenses - June 2025,OPEX-06-2025,2000,,5667,Accounts payable
JE-0339,2025-06-30,AP Payment - Bad debt expense June 2025,PAY-06-5220,2000,5667,,Clear AP
JE-0339,2025-06-30,AP Payment - Bad debt expense June 2025,PAY-06-5220,1000,,5667,Cash paid
JE-0340,2025-06-30,Operating Expenses - June 2025,OPEX-06-2025,5230,20000,,Capital reserve contribution
JE-0340,2025-06-30,Operating Expenses - June 2025,OPEX-06-2025,2000,,20000,Accounts payable
JE-0341,2025-06-30,AP Payment - Capital reserve contribution June 2025,PAY-06-5230,2000,20000,,Clear AP
JE-0341,2025-06-30,AP Payment - Capital reserve contribution June 2025,PAY-06-5230,1000,,20000,Cash paid
JE-0342,2025-06-30,Operating Expenses - June 2025,OPEX-06-2025,5240,65000,,Payroll - on-site staff
JE-0342,2025-06-30,Operating Expenses - June 2025,OPEX-06-2025,2000,,65000,Accounts payable
JE-0343,2025-06-30,AP Payment - Payroll - on-site staff June 2025,PAY-06-5240,2000,65000,,Clear AP
JE-0343,2025-06-30,AP Payment - Payroll - on-site staff June 2025,PAY-06-5240,1000,,65000,Cash paid
JE-0344,2025-06-30,Operating Expenses - June 2025,OPEX-06-2025,5250,13000,,Payroll taxes and benefits
JE-0344,2025-06-30,Operating Expenses - June 2025,OPEX-06-2025,2000,,13000,Accounts payable
JE-0345,2025-06-30,AP Payment - Payroll taxes and benefits June 2025,PAY-06-5250,2000,13000,,Clear AP
JE-0345,2025-06-30,AP Payment - Payroll taxes and benefits June 2025,PAY-06-5250,1000,,13000,Cash paid
JE-0346,2025-06-30,Operating Expenses - June 2025,OPEX-06-2025,5260,2000,,Telephone and internet
JE-0346,2025-06-30,Operating Expenses - June 2025,OPEX-06-2025,2000,,2000,Accounts payable
JE-0347,2025-06-30,AP Payment - Telephone and internet June 2025,PAY-06-5260,2000,2000,,Clear AP
JE-0347,2025-06-30,AP Payment - Telephone and internet June 2025,PAY-06-5260,1000,,2000,Cash paid
JE-0348,2025-06-30,Operating Expenses - June 2025,OPEX-06-2025,5270,3000,,Software and technology
JE-0348,2025-06-30,Operating Expenses - June 2025,OPEX-06-2025,2000,,3000,Accounts payable
JE-0349,2025-06-30,AP Payment - Software and technology June 2025,PAY-06-5270,2000,3000,,Clear AP
JE-0349,2025-06-30,AP Payment - Software and technology June 2025,PAY-06-5270,1000,,3000,Cash paid
JE-0350,2025-06-30,Operating Expenses - June 2025,OPEX-06-2025,5280,1500,,Licenses and permits
JE-0350,2025-06-30,Operating Expenses - June 2025,OPEX-06-2025,2000,,1500,Accounts payable
JE-0351,2025-06-30,AP Payment - Licenses and permits June 2025,PAY-06-5280,2000,1500,,Clear AP
JE-0351,2025-06-30,AP Payment - Licenses and permits June 2025,PAY-06-5280,1000,,1500,Cash paid
JE-0352,2025-06-30,Operating Expenses - June 2025,OPEX-06-2025,5290,1250,,Bank charges and fees
JE-0352,2025-06-30,Operating Expenses - June 2025,OPEX-06-2025,2000,,1250,Accounts payable
JE-0353,2025-06-30,AP Payment - Bank charges and fees June 2025,PAY-06-5290,2000,1250,,Clear AP
JE-0353,2025-06-30,AP Payment - Bank charges and fees June 2025,PAY-06-5290,1000,,1250,Cash paid
JE-0354,2025-06-30,Mortgage Interest - June 2025,MTG-06-2025,7000,320833,,Mortgage interest expense
JE-0354,2025-06-30,Mortgage Interest - June 2025,MTG-06-2025,1000,,320833,Cash paid to BankUnited
JE-0355,2025-06-30,Mortgage Principal - June 2025,PRIN-06-2025,2200,41667,,Mortgage principal reduction
JE-0355,2025-06-30,Mortgage Principal - June 2025,PRIN-06-2025,1000,,41667,Cash paid to BankUnited
JE-0356,2025-07-31,Rental Income - July 2025,RENT-07-2025,1010,1897200,,Accounts receivable - tenant rent
JE-0356,2025-07-31,Rental Income - July 2025,RENT-07-2025,4000,,1897200,Residential rental income
JE-0357,2025-07-31,Rent Cash Receipt - July 2025,CASH-07-2025,1000,1897200,,Cash received for rent
JE-0357,2025-07-31,Rent Cash Receipt - July 2025,CASH-07-2025,1010,,1897200,Clear accounts receivable
JE-0358,2025-07-31,Other Income - July 2025,OTH-07-2025,1000,91250,,Parking pet laundry util reimbursement cash
JE-0358,2025-07-31,Other Income - July 2025,OTH-07-2025,4010,,60000,Parking income
JE-0358,2025-07-31,Other Income - July 2025,OTH-07-2025,4020,,11250,Pet fee income
JE-0358,2025-07-31,Other Income - July 2025,OTH-07-2025,4030,,5000,Laundry and vending
JE-0358,2025-07-31,Other Income - July 2025,OTH-07-2025,4090,,15000,Utility reimbursement
JE-0359,2025-07-31,Late Fees - July 2025,LF-07-2025,1000,3750,,Late fee cash collected
JE-0359,2025-07-31,Late Fees - July 2025,LF-07-2025,4040,,3750,Late fee income
JE-0360,2025-07-31,Operating Expenses - July 2025,OPEX-07-2025,5000,100035,,Property management fee
JE-0360,2025-07-31,Operating Expenses - July 2025,OPEX-07-2025,2000,,100035,Accounts payable
JE-0361,2025-07-31,AP Payment - Property management fee July 2025,PAY-07-5000,2000,100035,,Clear AP
JE-0361,2025-07-31,AP Payment - Property management fee July 2025,PAY-07-5000,1000,,100035,Cash paid
JE-0362,2025-07-31,Operating Expenses - July 2025,OPEX-07-2025,5010,75000,,Repairs and maintenance
JE-0362,2025-07-31,Operating Expenses - July 2025,OPEX-07-2025,2000,,75000,Accounts payable
JE-0363,2025-07-31,AP Payment - Repairs and maintenance July 2025,PAY-07-5010,2000,75000,,Clear AP
JE-0363,2025-07-31,AP Payment - Repairs and maintenance July 2025,PAY-07-5010,1000,,75000,Cash paid
JE-0364,2025-07-31,Operating Expenses - July 2025,OPEX-07-2025,5020,15000,,Landscaping and grounds
JE-0364,2025-07-31,Operating Expenses - July 2025,OPEX-07-2025,2000,,15000,Accounts payable
JE-0365,2025-07-31,AP Payment - Landscaping and grounds July 2025,PAY-07-5020,2000,15000,,Clear AP
JE-0365,2025-07-31,AP Payment - Landscaping and grounds July 2025,PAY-07-5020,1000,,15000,Cash paid
JE-0366,2025-07-31,Operating Expenses - July 2025,OPEX-07-2025,5030,20000,,Cleaning and janitorial
JE-0366,2025-07-31,Operating Expenses - July 2025,OPEX-07-2025,2000,,20000,Accounts payable
JE-0367,2025-07-31,AP Payment - Cleaning and janitorial July 2025,PAY-07-5030,2000,20000,,Clear AP
JE-0367,2025-07-31,AP Payment - Cleaning and janitorial July 2025,PAY-07-5030,1000,,20000,Cash paid
JE-0368,2025-07-31,Operating Expenses - July 2025,OPEX-07-2025,5040,30000,,Electric - common areas
JE-0368,2025-07-31,Operating Expenses - July 2025,OPEX-07-2025,2000,,30000,Accounts payable
JE-0369,2025-07-31,AP Payment - Electric - common areas July 2025,PAY-07-5040,2000,30000,,Clear AP
JE-0369,2025-07-31,AP Payment - Electric - common areas July 2025,PAY-07-5040,1000,,30000,Cash paid
JE-0370,2025-07-31,Operating Expenses - July 2025,OPEX-07-2025,5050,40000,,Water and sewer
JE-0370,2025-07-31,Operating Expenses - July 2025,OPEX-07-2025,2000,,40000,Accounts payable
JE-0371,2025-07-31,AP Payment - Water and sewer July 2025,PAY-07-5050,2000,40000,,Clear AP
JE-0371,2025-07-31,AP Payment - Water and sewer July 2025,PAY-07-5050,1000,,40000,Cash paid
JE-0372,2025-07-31,Operating Expenses - July 2025,OPEX-07-2025,5060,5000,,Gas
JE-0372,2025-07-31,Operating Expenses - July 2025,OPEX-07-2025,2000,,5000,Accounts payable
JE-0373,2025-07-31,AP Payment - Gas July 2025,PAY-07-5060,2000,5000,,Clear AP
JE-0373,2025-07-31,AP Payment - Gas July 2025,PAY-07-5060,1000,,5000,Cash paid
JE-0374,2025-07-31,Operating Expenses - July 2025,OPEX-07-2025,5070,81667,,Property insurance
JE-0374,2025-07-31,Operating Expenses - July 2025,OPEX-07-2025,2000,,81667,Accounts payable
JE-0375,2025-07-31,AP Payment - Property insurance July 2025,PAY-07-5070,2000,81667,,Clear AP
JE-0375,2025-07-31,AP Payment - Property insurance July 2025,PAY-07-5070,1000,,81667,Cash paid
JE-0376,2025-07-31,Operating Expenses - July 2025,OPEX-07-2025,5090,140000,,Real estate taxes
JE-0376,2025-07-31,Operating Expenses - July 2025,OPEX-07-2025,2000,,140000,Accounts payable
JE-0377,2025-07-31,AP Payment - Real estate taxes July 2025,PAY-07-5090,2000,140000,,Clear AP
JE-0377,2025-07-31,AP Payment - Real estate taxes July 2025,PAY-07-5090,1000,,140000,Cash paid
JE-0378,2025-07-31,Operating Expenses - July 2025,OPEX-07-2025,5110,35000,,Security services
JE-0378,2025-07-31,Operating Expenses - July 2025,OPEX-07-2025,2000,,35000,Accounts payable
JE-0379,2025-07-31,AP Payment - Security services July 2025,PAY-07-5110,2000,35000,,Clear AP
JE-0379,2025-07-31,AP Payment - Security services July 2025,PAY-07-5110,1000,,35000,Cash paid
JE-0380,2025-07-31,Operating Expenses - July 2025,OPEX-07-2025,5120,15000,,Elevator maintenance
JE-0380,2025-07-31,Operating Expenses - July 2025,OPEX-07-2025,2000,,15000,Accounts payable
JE-0381,2025-07-31,AP Payment - Elevator maintenance July 2025,PAY-07-5120,2000,15000,,Clear AP
JE-0381,2025-07-31,AP Payment - Elevator maintenance July 2025,PAY-07-5120,1000,,15000,Cash paid
JE-0382,2025-07-31,Operating Expenses - July 2025,OPEX-07-2025,5130,12500,,HVAC maintenance
JE-0382,2025-07-31,Operating Expenses - July 2025,OPEX-07-2025,2000,,12500,Accounts payable
JE-0383,2025-07-31,AP Payment - HVAC maintenance July 2025,PAY-07-5130,2000,12500,,Clear AP
JE-0383,2025-07-31,AP Payment - HVAC maintenance July 2025,PAY-07-5130,1000,,12500,Cash paid
JE-0384,2025-07-31,Operating Expenses - July 2025,OPEX-07-2025,5140,6000,,Pest control
JE-0384,2025-07-31,Operating Expenses - July 2025,OPEX-07-2025,2000,,6000,Accounts payable
JE-0385,2025-07-31,AP Payment - Pest control July 2025,PAY-07-5140,2000,6000,,Clear AP
JE-0385,2025-07-31,AP Payment - Pest control July 2025,PAY-07-5140,1000,,6000,Cash paid
JE-0386,2025-07-31,Operating Expenses - July 2025,OPEX-07-2025,5150,10000,,Pool and amenity maintenance
JE-0386,2025-07-31,Operating Expenses - July 2025,OPEX-07-2025,2000,,10000,Accounts payable
JE-0387,2025-07-31,AP Payment - Pool and amenity maintenance July 2025,PAY-07-5150,2000,10000,,Clear AP
JE-0387,2025-07-31,AP Payment - Pool and amenity maintenance July 2025,PAY-07-5150,1000,,10000,Cash paid
JE-0388,2025-07-31,Operating Expenses - July 2025,OPEX-07-2025,5160,7000,,Trash and recycling
JE-0388,2025-07-31,Operating Expenses - July 2025,OPEX-07-2025,2000,,7000,Accounts payable
JE-0389,2025-07-31,AP Payment - Trash and recycling July 2025,PAY-07-5160,2000,7000,,Clear AP
JE-0389,2025-07-31,AP Payment - Trash and recycling July 2025,PAY-07-5160,1000,,7000,Cash paid
JE-0390,2025-07-31,Operating Expenses - July 2025,OPEX-07-2025,5170,5000,,Administrative and office
JE-0390,2025-07-31,Operating Expenses - July 2025,OPEX-07-2025,2000,,5000,Accounts payable
JE-0391,2025-07-31,AP Payment - Administrative and office July 2025,PAY-07-5170,2000,5000,,Clear AP
JE-0391,2025-07-31,AP Payment - Administrative and office July 2025,PAY-07-5170,1000,,5000,Cash paid
JE-0392,2025-07-31,Operating Expenses - July 2025,OPEX-07-2025,5180,7500,,Legal and professional
JE-0392,2025-07-31,Operating Expenses - July 2025,OPEX-07-2025,2000,,7500,Accounts payable
JE-0393,2025-07-31,AP Payment - Legal and professional July 2025,PAY-07-5180,2000,7500,,Clear AP
JE-0393,2025-07-31,AP Payment - Legal and professional July 2025,PAY-07-5180,1000,,7500,Cash paid
