entry_number,entry_date,description,reference,account_number,debit,credit,line_description
JE-0150,2025-11-30,Revenue Recognition November 2025 - Stadium District Site & Infrastructure,REV-2025-11,4040,,1200000.00,Contract revenue - Stadium District Site & Infrastructure
JE-0151,2025-11-30,Retainage Withheld November 2025 - Stadium District Site & Infrastructure,RET-2025-11,1020,60000.00,,Retainage receivable 5%
JE-0151,2025-11-30,Retainage Withheld November 2025 - Stadium District Site & Infrastructure,RET-2025-11,1010,,60000.00,Reduce AR for retainage
JE-0152,2025-11-30,Cash Receipt November 2025 - UM Progress Payments,CASH-2025-11,1000,10002623.85,,Cash received from UM
JE-0152,2025-11-30,Cash Receipt November 2025 - UM Progress Payments,CASH-2025-11,1010,,10002623.85,Clear accounts receivable
JE-0153,2025-11-30,Construction Costs November 2025 - All Projects,COST-2025-11,5000,13076844.28,,Direct cost 5000
JE-0153,2025-11-30,Construction Costs November 2025 - All Projects,COST-2025-11,5010,1452755.24,,Direct cost 5010
JE-0153,2025-11-30,Construction Costs November 2025 - All Projects,COST-2025-11,5120,1271246.13,,Direct cost 5120
JE-0153,2025-11-30,Construction Costs November 2025 - All Projects,COST-2025-11,5130,908227.91,,Direct cost 5130
JE-0153,2025-11-30,Construction Costs November 2025 - All Projects,COST-2025-11,5200,726718.80,,Direct cost 5200
JE-0153,2025-11-30,Construction Costs November 2025 - All Projects,COST-2025-11,5230,253839.81,,Direct cost 5230
JE-0153,2025-11-30,Construction Costs November 2025 - All Projects,COST-2025-11,5300,363700.58,,Direct cost 5300
JE-0153,2025-11-30,Construction Costs November 2025 - All Projects,COST-2025-11,2000,,17150666.11,Accounts payable net of retainage
JE-0153,2025-11-30,Construction Costs November 2025 - All Projects,COST-2025-11,2010,,902666.64,Retainage payable to subs
JE-0154,2025-11-30,Subcontractor & Vendor Payments November 2025,PAY-2025-11,2000,9337019.23,,Pay subcontractors and vendors
JE-0154,2025-11-30,Subcontractor & Vendor Payments November 2025,PAY-2025-11,1000,,9337019.23,Cash paid
JE-0155,2025-11-30,Overhead & Indirect Costs November 2025,OH-2025-11,5310,436333.33,,Overhead 5310
JE-0155,2025-11-30,Overhead & Indirect Costs November 2025,OH-2025-11,5320,193916.67,,Overhead 5320
JE-0155,2025-11-30,Overhead & Indirect Costs November 2025,OH-2025-11,5330,145416.67,,Overhead 5330
JE-0155,2025-11-30,Overhead & Indirect Costs November 2025,OH-2025-11,5360,266666.67,,Overhead 5360
JE-0155,2025-11-30,Overhead & Indirect Costs November 2025,OH-2025-11,5410,73000.00,,Overhead 5410
JE-0155,2025-11-30,Overhead & Indirect Costs November 2025,OH-2025-11,5420,97000.00,,Overhead 5420
JE-0155,2025-11-30,Overhead & Indirect Costs November 2025,OH-2025-11,5440,72750.00,,Overhead 5440
JE-0155,2025-11-30,Overhead & Indirect Costs November 2025,OH-2025-11,2000,,1285083.34,AP - overhead costs
JE-0156,2025-12-31,Revenue Recognition December 2025 - Hard Rock Legacy Stadium,REV-2025-12,1010,15800000.00,,Accounts receivable billed to UM
JE-0156,2025-12-31,Revenue Recognition December 2025 - Hard Rock Legacy Stadium,REV-2025-12,4000,,15800000.00,Contract revenue - Hard Rock Legacy Stadium
JE-0157,2025-12-31,Retainage Withheld December 2025 - Hard Rock Legacy Stadium,RET-2025-12,1020,790000.00,,Retainage receivable 5%
JE-0157,2025-12-31,Retainage Withheld December 2025 - Hard Rock Legacy Stadium,RET-2025-12,1010,,790000.00,Reduce AR for retainage
JE-0158,2025-12-31,Revenue Recognition December 2025 - Hurricane Football Performance Center,REV-2025-12,1010,350000.00,,Accounts receivable billed to UM
JE-0158,2025-12-31,Revenue Recognition December 2025 - Hurricane Football Performance Center,REV-2025-12,4010,,350000.00,Contract revenue - Hurricane Football Performance Center
JE-0159,2025-12-31,Retainage Withheld December 2025 - Hurricane Football Performance Center,RET-2025-12,1020,17500.00,,Retainage receivable 5%
JE-0159,2025-12-31,Retainage Withheld December 2025 - Hurricane Football Performance Center,RET-2025-12,1010,,17500.00,Reduce AR for retainage
JE-0160,2025-12-31,Revenue Recognition December 2025 - Coral Gables Athlete Village,REV-2025-12,1010,400000.00,,Accounts receivable billed to UM
JE-0160,2025-12-31,Revenue Recognition December 2025 - Coral Gables Athlete Village,REV-2025-12,4020,,400000.00,Contract revenue - Coral Gables Athlete Village
JE-0161,2025-12-31,Retainage Withheld December 2025 - Coral Gables Athlete Village,RET-2025-12,1020,20000.00,,Retainage receivable 5%
JE-0161,2025-12-31,Retainage Withheld December 2025 - Coral Gables Athlete Village,RET-2025-12,1010,,20000.00,Reduce AR for retainage
JE-0162,2025-12-31,Revenue Recognition December 2025 - Hurricane Athletic Administration Tower,REV-2025-12,1010,450000.00,,Accounts receivable billed to UM
JE-0162,2025-12-31,Revenue Recognition December 2025 - Hurricane Athletic Administration Tower,REV-2025-12,4030,,450000.00,Contract revenue - Hurricane Athletic Administration Tower
JE-0163,2025-12-31,Retainage Withheld December 2025 - Hurricane Athletic Administration Tower,RET-2025-12,1020,22500.00,,Retainage receivable 5%
JE-0163,2025-12-31,Retainage Withheld December 2025 - Hurricane Athletic Administration Tower,RET-2025-12,1010,,22500.00,Reduce AR for retainage
JE-0164,2025-12-31,Revenue Recognition December 2025 - Stadium District Site & Infrastructure,REV-2025-12,1010,1000000.00,,Accounts receivable billed to UM
JE-0164,2025-12-31,Revenue Recognition December 2025 - Stadium District Site & Infrastructure,REV-2025-12,4040,,1000000.00,Contract revenue - Stadium District Site & Infrastructure
JE-0165,2025-12-31,Retainage Withheld December 2025 - Stadium District Site & Infrastructure,RET-2025-12,1020,50000.00,,Retainage receivable 5%
JE-0165,2025-12-31,Retainage Withheld December 2025 - Stadium District Site & Infrastructure,RET-2025-12,1010,,50000.00,Reduce AR for retainage
JE-0166,2025-12-31,Cash Receipt December 2025 - UM Progress Payments,CASH-2025-12,1000,5001311.93,,Cash received from UM
JE-0166,2025-12-31,Cash Receipt December 2025 - UM Progress Payments,CASH-2025-12,1010,,5001311.93,Clear accounts receivable
JE-0167,2025-12-31,Construction Costs December 2025 - All Projects,COST-2025-12,5000,11858095.56,,Direct cost 5000
JE-0167,2025-12-31,Construction Costs December 2025 - All Projects,COST-2025-12,5010,1317359.92,,Direct cost 5010
JE-0167,2025-12-31,Construction Costs December 2025 - All Projects,COST-2025-12,5120,1152767.27,,Direct cost 5120
JE-0167,2025-12-31,Construction Costs December 2025 - All Projects,COST-2025-12,5130,823581.99,,Direct cost 5130
JE-0167,2025-12-31,Construction Costs December 2025 - All Projects,COST-2025-12,5200,658989.37,,Direct cost 5200
JE-0167,2025-12-31,Construction Costs December 2025 - All Projects,COST-2025-12,5230,230182.19,,Direct cost 5230
JE-0167,2025-12-31,Construction Costs December 2025 - All Projects,COST-2025-12,5300,329804.07,,Direct cost 5300
JE-0167,2025-12-31,Construction Costs December 2025 - All Projects,COST-2025-12,2000,,15552241.35,Accounts payable net of retainage
JE-0167,2025-12-31,Construction Costs December 2025 - All Projects,COST-2025-12,2010,,818539.02,Retainage payable to subs
JE-0168,2025-12-31,Subcontractor & Vendor Payments December 2025,PAY-2025-12,2000,4668509.62,,Pay subcontractors and vendors
JE-0168,2025-12-31,Subcontractor & Vendor Payments December 2025,PAY-2025-12,1000,,4668509.62,Cash paid
JE-0169,2025-12-31,Overhead & Indirect Costs December 2025,OH-2025-12,5310,436333.37,,Overhead 5310
JE-0169,2025-12-31,Overhead & Indirect Costs December 2025,OH-2025-12,5320,193916.63,,Overhead 5320
JE-0169,2025-12-31,Overhead & Indirect Costs December 2025,OH-2025-12,5330,145416.63,,Overhead 5330
JE-0169,2025-12-31,Overhead & Indirect Costs December 2025,OH-2025-12,5360,266666.63,,Overhead 5360
JE-0169,2025-12-31,Overhead & Indirect Costs December 2025,OH-2025-12,5410,73000.00,,Overhead 5410
JE-0169,2025-12-31,Overhead & Indirect Costs December 2025,OH-2025-12,5420,97000.00,,Overhead 5420
JE-0169,2025-12-31,Overhead & Indirect Costs December 2025,OH-2025-12,5440,72750.00,,Overhead 5440
JE-0169,2025-12-31,Overhead & Indirect Costs December 2025,OH-2025-12,2000,,1285083.26,AP - overhead costs
JE-0170,2025-03-31,Depreciation Q1 2025 - Equipment,DEP-2025-Q1,5230,400000.00,,Equipment depreciation
JE-0170,2025-03-31,Depreciation Q1 2025 - Equipment,DEP-2025-Q1,1110,,400000.00,Accumulated depreciation
JE-0171,2025-06-30,Depreciation Q2 2025 - Equipment,DEP-2025-Q2,5230,400000.00,,Equipment depreciation
JE-0171,2025-06-30,Depreciation Q2 2025 - Equipment,DEP-2025-Q2,1110,,400000.00,Accumulated depreciation
JE-0172,2025-09-30,Depreciation Q3 2025 - Equipment,DEP-2025-Q3,5230,400000.00,,Equipment depreciation
JE-0172,2025-09-30,Depreciation Q3 2025 - Equipment,DEP-2025-Q3,1110,,400000.00,Accumulated depreciation
JE-0173,2025-12-31,Depreciation Q4 2025 - Equipment,DEP-2025-Q4,5230,400000.00,,Equipment depreciation
JE-0173,2025-12-31,Depreciation Q4 2025 - Equipment,DEP-2025-Q4,1110,,400000.00,Accumulated depreciation
JE-0174,2025-06-30,Equipment Purchase 2025,EQUIP-2025,1100,2800000.00,,New equipment
JE-0174,2025-06-30,Equipment Purchase 2025,EQUIP-2025,1000,,2800000.00,Cash for equipment
JE-0175,2025-03-31,Utility & Permit Deposits 2025,DEPOSIT-2025,1200,800000.00,,Deposits paid
JE-0175,2025-03-31,Utility & Permit Deposits 2025,DEPOSIT-2025,1000,,800000.00,Cash for deposits
JE-0176,2025-06-30,Equipment Financing 2025,FIN-2025,1000,1200000.00,,Financing proceeds
JE-0176,2025-06-30,Equipment Financing 2025,FIN-2025,2200,,1200000.00,Equipment financing LT
JE-0177,2025-12-31,Year-End Accrual Reclassification,ADJ-2025-YE,2000,3000000.00,,Reduce AP
JE-0177,2025-12-31,Year-End Accrual Reclassification,ADJ-2025-YE,2030,,1200000.00,Accrued payroll
JE-0177,2025-12-31,Year-End Accrual Reclassification,ADJ-2025-YE,2040,,1800000.00,Accrued project costs
